id,name,host_id,host_name,neighborhood,latitude,longitude,room_type,price,min_nights,num_reviews,last_review,reviews_pm,num_listings,availability_365,num_reviews_ltm,license
3781,HARBORSIDE-Walk to subway,4804,Frank,East Boston,42.36413,-71.02991,Entire home/apt,125,29,26,8/9/2024,0.21,1,326,0,
5506,** Fort Hill Inn Private! Minutes to center!**,8229,Terry,Roxbury,42.32844,-71.09581,Entire home/apt,129,3,138,7/28/2025,0.69,11,67,9,STR-490093
6695,"Fort Hill Inn *Sunny* 1 bedroom, condo duplex",8229,Terry,Roxbury,42.32802,-71.09387,Entire home/apt,168,3,141,7/29/2025,0.72,11,56,8,STR-491702
8789,Curved Glass Studio/1bd facing Park,26988,Anne,Beacon Hill,42.35867,-71.06307,Entire home/apt,140,91,29,5/15/2024,0.21,4,277,0,
10811,Bostons Best Rentals -Studio Prestigious Back Bay,38997,Michelle,Back Bay,42.35173,-71.08685,Entire home/apt,166,91,9,7/22/2019,0.08,12,218,0,
10813,The Back Bay Nook  -Brownstone in Prestigious Area,38997,Michelle,Back Bay,42.35061,-71.08787,Entire home/apt,202,32,6,6/30/2025,0.08,12,117,1,
10986,The Olive & Vine in The North End-Walk to MGH Tuft,38997,Michelle,North End,42.36377,-71.05206,Entire home/apt,202,60,2,3/31/2025,0.1,12,330,1,
18711,230B1 | The Dorset Redline | 3BR 1BA w/AC | Pvt,71783,Lance,Dorchester,42.32212,-71.06096,Entire home/apt,162,30,51,8/19/2023,0.27,58,286,0,
29765,Moroccan Decor Suite,128280,Elizabeth,Charlestown,42.37754,-71.06642,Entire home/apt,323,2,103,10/27/2024,0.55,1,173,2,STR-454024
40601,Private room & bath - Jamaica Plain,174986,Robert,Jamaica Plain,42.31347,-71.11082,Private room,91,14,103,5/11/2025,0.56,1,341,3,STR-551851
45987,Garden Studio,205107,Atef,Charlestown,42.37424,-71.06081,Entire home/apt,176,29,143,8/23/2025,0.78,1,44,3,STR-409822
47521,Bright Furnished Room with Separate Entrance,119019,Hermina,Dorchester,42.29871,-71.05954,Entire home/apt,59,3,334,9/2/2024,1.82,5,61,0,STR-595734
60029,Room in geographical heart of Hub,255183,Michelle,Roxbury,42.32546,-71.08894,Private room,72,29,145,2/29/2024,0.81,1,233,0,STR-415714
60356,Bookcase 1bd facing Boston Common,26988,Anne,Beacon Hill,42.35894,-71.0631,Entire home/apt,106,32,19,9/8/2020,0.13,4,114,0,
77681,Waterfall Room: Bunker Hill B&B,416912,Christiane,Charlestown,42.37865,-71.06373,Private room,140,29,71,11/4/2023,0.42,1,365,0,STR-415924
77691,Private room in Victorian house,119019,Hermina,Dorchester,42.29871,-71.05954,Private room,,29,304,1/10/2025,1.72,5,324,2,STR-580274
163941,Fort Hill Inn  2 bed Duplex ApT!  Location!,8229,Terry,Roxbury,42.32806,-71.09423,Entire home/apt,225,3,317,9/8/2025,1.85,11,45,34,STR-446659
184893,City Oasis/sleeps 4 near historical sites,887148,Dawn,Charlestown,42.37823,-71.06778,Entire home/apt,,91,0,,,3,263,0,STR-539322
197727,"Great Boston neighborhood , Jamaica Plain",964356,Jill,Jamaica Plain,42.31331,-71.12061,Private room,62,30,66,8/6/2025,0.39,1,305,6,
197972,Serene Studio in a Perfect Location,965697,Kristina,Jamaica Plain,42.31533,-71.11025,Entire home/apt,174,3,570,9/8/2025,3.36,2,107,47,STR-409453
205894,Large bedroom in Victorian House/Room D,119019,Hermina,Dorchester,42.29871,-71.05954,Private room,,29,217,10/8/2024,1.27,5,323,1,STR-594613
210097,Treetop Haven in the City,1035747,Maria Elena,Jamaica Plain,42.31685,-71.10867,Entire home/apt,133,3,330,9/14/2025,1.93,1,218,22,STR-545902
220676,Private room off the Freedom Trail.,1144302,Howard,North End,42.36614,-71.05226,Private room,279,3,366,9/18/2025,2.15,1,179,25,STR-454055
257588,BOSTON LUXURY FOR LESS!! NEAR BCEC,1355344,Meri,South Boston,42.33255,-71.04125,Entire home/apt,322,2,536,9/16/2025,3.34,1,314,36,STR-411297
297994,Your cozy stay in South Boston,1536237,Albert,South Boston,42.33583,-71.05271,Entire home/apt,270,1,71,5/15/2025,0.43,1,239,12,STR-601528
315982,"Beautiful Townhouse, 2 BR & 2 Bath",119019,Hermina,Dorchester,42.29871,-71.05954,Entire home/apt,245,1,121,11/17/2024,0.73,5,329,1,STR-594613
377474,Cozy Room in Beautiful Victorian House /E,119019,Hermina,Dorchester,42.29871,-71.05954,Private room,50,1,118,9/13/2025,0.74,5,304,24,STR-594613
447826,"Sweet Little House in JP, Boston",2053557,Hilary,Jamaica Plain,42.31658,-71.11012,Private room,76,5,431,9/13/2025,2.67,1,209,24,STR-459697
496022,"Private Floor, Private Bath, City Location",1956464,Maria,Jamaica Plain,42.31062,-71.1176,Private room,,91,16,6/26/2016,0.11,1,0,0,
507525,"Great location, sunny 1-bedroom!",2501324,Guy,Bay Village,42.34914,-71.06781,Entire home/apt,,180,8,7/1/2013,0.05,1,0,0,
530983,14P | The Grand View | 5BR 2BA w/AC | House!,71783,Lance,Dorchester,42.31368,-71.0612,Entire home/apt,,30,65,10/29/2019,0.41,58,0,0,
533152,230B4 | The Penthouse Redline | 2BR 1B w/AC | Pvt,71783,Lance,Dorchester,42.32212,-71.06096,Entire home/apt,123,30,66,9/3/2025,0.47,58,324,3,
579605,230B3  | The Mayhew Redline | 3BR 1B w/AC | Pvt,71783,Lance,Dorchester,42.32212,-71.06095,Entire home/apt,153,30,58,8/14/2023,0.36,58,46,0,
583255,"Boston Beauty, Walk to C and B line",306407,Valery,Brighton,42.34096,-71.14647,Entire home/apt,,91,11,7/5/2017,0.07,1,0,0,
601750,145R1 | The Redlands 1 | 2BR 1BA w/AC | Private,71783,Lance,West Roxbury,42.29061,-71.15293,Entire home/apt,194,30,0,,,58,363,0,Exempt: This listing is a unit used for furnished institutional or business stays
601763,25A2 | The Alameda 2 | 2BR 1BA w/AC & WD | Private,71783,Lance,West Roxbury,42.29192,-71.15407,Entire home/apt,150,30,43,12/31/2022,0.42,58,189,0,
611081,Houseboat in Boston Harbor,3029783,Deborah,Charlestown,42.37579,-71.04981,Entire home/apt,251,2,142,9/5/2025,1.29,3,319,20,STR-416892
619142,Getaway in Historic Charlestown,501427,Joe,Charlestown,42.377338,-71.063095,Entire home/apt,175,3,199,9/8/2025,1.24,1,2,10,STR-529113
708802,Boston / Charlestown Apartment,3648427,Gerard Anthony,Charlestown,42.3782692,-71.06332397,Entire home/apt,208,2,521,9/16/2025,3.31,1,177,43,STR-401905
743211,Unique Find: At Home in the City!,2796082,Margaret,Jamaica Plain,42.30833,-71.11456,Entire home/apt,621,3,93,8/19/2025,0.61,2,284,10,STR-599568
750438,"Private room for 1 person, separate private bath",3945438,Lisa,Jamaica Plain,42.30733,-71.11129,Private room,116,2,317,8/8/2025,2.12,1,227,28,STR-523680
753446,6 miles away from downtown Boston!,3962517,Sami,Roslindale,42.28573,-71.12334,Private room,55,91,141,7/27/2019,1.15,1,365,0,STR-397984
801680,Fort Hill Inn -Cool Space-BOSTON'S BEST-1 bedroom,8229,Terry,Roxbury,42.32795,-71.09412,Entire home/apt,141,3,74,10/22/2024,0.47,11,49,4,STR-446651
820073,"Modern Loft, 1700 SqFt. Location!",1911807,Kelly,Downtown,42.3558,-71.06104,Entire home/apt,449,2,240,9/22/2025,1.58,2,319,57,STR-411359
849408,"Perfect & Practical Boston Rental (1,500+ sqft)",4434391,Damon,Roslindale,42.29038,-71.13919,Entire home/apt,420,5,114,9/2/2025,0.8,2,73,10,STR-456742
863788,South End | 2BR 2BA | Pet OK | Walk Everywhere!,775932,Andrew,South End,42.344162,-71.070381,Entire home/apt,,3,25,5/21/2024,0.17,1,0,0,STR-397937
894539,Private room in house,4762495,Jennifer,Roslindale,42.29017,-71.13169,Private room,82,29,68,9/2/2025,0.47,2,184,5,STR-408484
962610,Convenient Boston Hotel Alternative,4434391,Damon,West Roxbury,42.29175,-71.14096,Entire home/apt,136,4,113,9/3/2025,0.76,2,53,12,STR-523304
973695,Best Location Luxury Beacon Hill North End Condo,1760577,Le,Downtown,42.3597641,-71.06116486,Private room,182,91,61,9/11/2022,0.42,1,365,0,
989163,"The Dalton - The Upton Boston, South End",5430185,Laura And Olivia,South End,42.34308,-71.07316,Entire home/apt,289,2,93,9/17/2025,0.63,7,197,10,
1055627,Spacious 1 bdrm in Beacon Hill,4299002,Lauren,Downtown,42.36194,-71.06256,Entire home/apt,,91,8,9/9/2018,0.05,2,0,0,
1071235,Cozy JP Studio-Great Location!,965697,Kristina,Jamaica Plain,42.31653,-71.11049,Entire home/apt,158,3,416,9/8/2025,2.76,2,119,47,STR-409453
1077105,"Studio Apt. for Rent in South End,",5927277,J,South End,42.34022,-71.075,Entire home/apt,,91,0,,,1,0,0,
1090545,ExclusiveBackBayBostonCtr-EntireFloorBrick townhse,1984434,Irene,Back Bay,42.34475,-71.08204,Private room,204,29,117,12/6/2019,0.78,1,365,0,STR-398748
1092093,Duplex Penthouse in Longwood Area,26988,Anne,Mission Hill,42.33395767,-71.10222626,Entire home/apt,135,91,31,4/30/2023,0.21,4,262,0,
1109224,4 bedroom Victorian Condo unit,1531239,Lita,Jamaica Plain,42.32004,-71.11185,Entire home/apt,442,2,97,7/27/2025,0.66,1,268,4,STR-399217
1130279,"North End 3BR Condo - Spacious, Central  Location",2494599,Patricia,North End,42.36489,-71.05198,Entire home/apt,505,2,203,8/24/2025,1.35,1,329,36,STR-466324
1161210,Comfy Home in Boston Suburbs,3887707,Nancy,West Roxbury,42.27171,-71.16688,Private room,86,2,209,9/1/2025,1.39,1,354,2,STR-597328
1252489,Beacon Hill 1-Bed,6824319,Samantha,Beacon Hill,42.35977,-71.06774,Entire home/apt,,91,64,8/28/2017,0.43,1,0,0,
1275498,"The Washington - The Upton Boston, South End",5430185,Laura And Olivia,South End,42.34294,-71.07304,Entire home/apt,358,2,123,9/15/2025,0.83,7,123,13,Exempt: This listing is a hotel or motel
1303261,Historic Beacon Hill,2120816,Larry,Beacon Hill,42.35714,-71.06968,Entire home/apt,340,91,23,10/25/2018,0.16,1,359,0,
1321422,2 bedroom 1st Floor Apartment in Savin Hill,6608084,CarneyFamily,Dorchester,42.30907,-71.04674,Entire home/apt,,2,682,7/31/2025,4.59,2,0,11,STR-487240
1445064,Bright Sunlit bedroom near MGH labs/Downtown,4724006,Rosalia,Charlestown,42.3800475,-71.062315,Private room,65,29,122,7/25/2025,0.83,1,298,6,
1472520,Andrea's Private Bath T Downtown,6608084,CarneyFamily,Dorchester,42.30856,-71.04646,Private room,,2,756,7/31/2025,5.13,2,0,40,STR-487240
1545185,Large Studio Apt w/ Full Kitchen & Bath + Parking!,697401,Nick,Brighton,42.34873,-71.15693,Entire home/apt,128,2,303,9/6/2025,2.08,4,9,51,STR-383211
1551205,2 bed/2 bath in the heart of Boston,8261931,Hamed,Fenway,42.34175,-71.08359,Entire home/apt,,91,40,10/21/2016,0.27,1,365,0,
1596470,4-story Central Luxury-two blocks to Boston Common,480310,Michael,Bay Village,42.34988,-71.06918,Entire home/apt,,29,172,2/13/2024,1.54,2,0,0,STR-466119
1596664,"Fort Hill Top - 2Bk Private room,  brick townhouse",8513158,Kevin,Roxbury,42.3256,-71.09413,Private room,56,30,27,4/25/2025,0.3,3,242,2,STR-383293
1644031,Large Private Bedroom & Bathroom by the Seaport,79583794,Joshua,South Boston,42.33835,-71.0472,Private room,124,1,628,9/17/2025,5.39,1,45,70,STR-401177
1668313,Room in Rozzie-Twin Bed-Full Bath,8834105,Rebecca,Roslindale,42.28132,-71.13377,Private room,,29,38,2/26/2022,0.26,2,0,0,
1682936,Charming 2 level Apartment,8898973,Gianni,Back Bay,42.349278,-71.087074,Entire home/apt,,30,238,8/9/2025,1.69,4,13,2,Exempt: This listing is a unit used for furnished institutional or business stays
1692573,Urban oasis trendy JP 'hood - suite,8814724,Kelly,Jamaica Plain,42.31293,-71.11527,Entire home/apt,214,2,326,9/9/2025,2.25,1,295,26,STR-447499
1721016,Quiet Sunlit Attic Studio,7723912,Fiona,Roslindale,42.28639,-71.13199,Entire home/apt,112,29,13,6/5/2025,0.11,3,353,1,
1724900,Charming sunlit house in Boston,7723912,Fiona,Roslindale,42.28447,-71.13301,Entire home/apt,167,29,44,11/30/2020,0.3,3,358,0,
1732804,Private room/ MUST LOVE DOGS,9090219,Thomas,Dorchester,42.29009,-71.05762,Private room,63,1,199,9/21/2025,1.37,1,320,15,STR-456144
1810172,Room for 2 in Rozzie - Full Bath,8834105,Rebecca,Roslindale,42.28127,-71.13304,Private room,63,29,47,7/28/2024,0.32,2,265,0,
1810397,3Bed/2.5Bath Luxury Triplex South End's Union Park,9485021,Stacy,South End,42.34279,-71.0711,Entire home/apt,1250,5,60,7/26/2025,0.44,1,287,8,STR-520680
1815326,Back Bay Elegance in Brighton,9508341,Phyllis,Brighton,42.3569,-71.1624,Private room,118,29,303,11/4/2021,2.21,2,363,0,STR-405968
1819994,"RIVERVIEWS-Walk Everywhere! Central, Safe LOCATION",9529655,Suzanne,Fenway,42.34981,-71.09476,Entire home/apt,258,91,2,5/24/2018,0.02,4,363,0,
1886037,Beautiful Penthouse in Beacon Hill,1587128,Daniel,Beacon Hill,42.35985,-71.0717,Entire home/apt,,91,1,7/24/2015,0.01,1,0,0,
1956275,"Beautiful 3 bd- 1.5 bath with parking, in Boston.",9622924,Emmanuel,Jamaica Plain,42.3079,-71.12378,Entire home/apt,,91,105,5/20/2019,0.74,1,0,0,
2014651,One Private Bedroom in J.P.,2155838,Molly,Jamaica Plain,42.30593,-71.10733,Private room,120,91,38,9/2/2019,0.27,1,365,0,
2021483,Spacious Updated 2 Bed Boston Condo w/ Deck,10197317,Shannon,South Boston,42.3358,-71.04948,Entire home/apt,598,29,22,7/21/2024,0.2,7,148,0,STR-461452
2021489,Spacious Updated Boston Room/Condo,10197317,Shannon,South Boston,42.33375,-71.04767,Private room,187,29,85,8/11/2023,0.74,7,365,0,STR-383155
2108738,Back Bay Studio,10750832,Tom,Back Bay,42.3504,-71.08891,Entire home/apt,,91,32,8/14/2016,0.22,1,0,0,
2141306,Modern 2Bd1BA in Downtown Boston,5355690,Kyle,Downtown,42.3559,-71.05998,Entire home/apt,,91,7,6/18/2017,0.05,1,0,0,
2183117,I bdrm in Boston/Allston/Brookline,11132354,Alla,Allston,42.34995,-71.13427,Entire home/apt,181,30,55,10/7/2024,0.42,1,74,1,
2215762,"The Clare - The Upton Boston, South End",5430185,Laura And Olivia,South End,42.342121,-71.075073,Entire home/apt,303,3,97,8/31/2025,0.7,7,183,9,Exempt: This listing is a hotel or motel
2378421,Light-filled Private Suite on Beautiful Street,12150111,Antoinette,Jamaica Plain,42.31146,-71.11947,Entire home/apt,180,2,208,9/7/2025,1.49,1,90,18,STR-545109
2381143,Sunny 1 Bedroom,12165186,Masha,Brighton,42.34391,-71.15628,Entire home/apt,75,91,12,8/31/2025,0.09,3,146,2,
2395326,* Brownstone Classic South End,12230539,Timothy A,South End,42.34568,-71.07169,Entire home/apt,,29,407,9/20/2020,2.93,1,0,0,STR-416118
2410846,"Sunny Beacon Hill, corner unit top floor",3137257,Local Furnished,Downtown,42.35702,-71.06168,Entire home/apt,175,91,37,12/31/2024,0.27,1,171,1,
2495047,"The Tremont - The Upton Boston, South End",5430185,Laura And Olivia,South End,42.34309,-71.07316,Entire home/apt,269,2,98,9/4/2025,0.73,7,157,13,Exempt: This listing is a hotel or motel
2526773,Charming comfort 1 BR / Studio,12165186,Masha,Brighton,42.34272,-71.15672,Entire home/apt,77,91,19,5/17/2025,0.14,3,131,1,
2672058,"Modern loft, walk to subway",13565868,Christie,Allston,42.35429,-71.13251,Private room,,91,12,9/9/2016,0.09,1,0,0,
2701124,Charlesview Suites Back Bay,13822322,Varouj,Back Bay,42.34492,-71.08482,Entire home/apt,280,29,74,7/6/2022,0.55,1,365,0,STR-416239
2723274,Lofty Modern 2BD Apt 800 sq ft,8790904,Albert,Bay Village,42.34868,-71.07043,Entire home/apt,,29,26,10/27/2019,0.19,1,0,0,STR-398102
2754975,Perfect Location to Explore Boston,6885890,Jonathan,Beacon Hill,42.35902,-71.06296,Entire home/apt,150,365,99,10/10/2018,0.72,1,360,0,
2864688,Beautiful 3 bedroom 2 bath apt in Charlestown,887148,Dawn,Charlestown,42.38148,-71.06967,Entire home/apt,237,91,0,,,3,365,0,Exempt: This listing is a unit that has contracts with hospitals
2886933,BEAUTIFUL SINGLE FAMILY VICTORIAN in Hyde Park!,13776857,Katy,Hyde Park,42.26043,-71.11766,Entire home/apt,,2,138,9/1/2025,1,1,3,9,STR-429200
3164650,2bd APT 20min from Downtown Boston,16052189,Jonathan,Hyde Park,42.23533,-71.13256,Entire home/apt,125,29,38,3/15/2024,0.28,11,305,0,
3193484,2 Minutes Walk  to the Red Line!,16186589,Marie,Dorchester,42.28814,-71.06889,Private room,51,30,15,9/17/2025,0.12,27,365,3,
3229255,1bd Boston apt - convenient & quiet,16343599,Ella,Roslindale,42.28657,-71.13236,Entire home/apt,153,2,208,9/14/2025,1.53,1,335,31,STR-544893
3294152,"Garden Suite near subway, beach",9898255,Jessica,Dorchester,42.31281,-71.06098,Entire home/apt,132,2,269,9/1/2025,1.97,3,256,14,STR-547060
3343428,"AKBrownstone: custom-built, park garden view by T",11228809,Jonathan,Roxbury,42.32811,-71.09157,Private room,124,2,512,9/17/2025,4.32,6,40,64,STR-580450
3441982,Urban Travelers Modern Studio,13819661,Jennifer,Roxbury,42.31907,-71.09252,Entire home/apt,118,28,148,8/16/2025,1.74,4,136,3,STR-396299
3457722,"Sunlit w/ huge kitchen, parking & easy to downtown",6209951,Jeffrey,Brighton,42.35564,-71.15746,Entire home/apt,,29,55,6/26/2024,0.41,1,0,0,STR-544892
3463914,4th of July Dream Spot!,17452489,Nathaniel,Back Bay,42.351,-71.08899,Entire home/apt,,91,27,7/17/2016,0.2,1,0,0,
3520353,Luxury Beacon Hill Apartment 1-BR,6508758,Xerxes Khashayar,Beacon Hill,42.35884,-71.06332,Entire home/apt,188,91,254,10/31/2024,1.87,1,283,1,
3521944,"Beautiful, Quiet, and Safe!",17735272,David,West Roxbury,42.29742,-71.157,Entire home/apt,,91,3,9/14/2014,0.02,1,0,0,
3539510,230B2 | The Roseclair Redline | 3BR 1B w/AC | Pvt,71783,Lance,Dorchester,42.32213,-71.06094,Entire home/apt,159,30,31,6/13/2019,0.23,58,46,0,
3544343,Beacon Hill!! Feet Fom State House,17843002,Christian,Downtown,42.35844,-71.06153,Entire home/apt,,91,0,,,1,0,0,
3602379,"Modern, Spacious 1BR for 4 - Easy Marathon Access!",18150109,Alexander Martin,Roxbury,42.32843,-71.09369,Entire home/apt,177,2,339,9/2/2025,2.54,5,158,37,STR-528095
3656168,Parking Close 2 Downtown Renovated,18517776,Huggy,Roxbury,42.31676,-71.08,Private room,38,91,6,12/17/2018,0.05,31,365,0,
3672942,Private Boston Antique Suite,18641942,Loretta,West Roxbury,42.27242,-71.16573,Entire home/apt,149,2,6,8/5/2024,0.38,1,76,0,STR-563142
3705824,Small Rm +walk-in closet Easy to Longwood/Downtown,18517776,Huggy,Roxbury,42.31676,-71.08,Private room,35,91,0,,,31,365,0,
3890373,Beacon Hill Fabulous One Bedroom Apartment,19357187,Paul,Beacon Hill,42.35792,-71.06432,Entire home/apt,150,29,257,9/22/2025,1.91,1,181,4,
3957602,"Entire 2nd floor, skylight suite is all yours!",2127414,Katharine,Jamaica Plain,42.31016,-71.10582,Private room,105,29,130,5/3/2025,0.97,1,53,1,STR-399287
3965313,Minutes to Boston-Near Beach 69-1,20551003,May,East Boston,42.38679,-71.00271,Private room,42,91,90,11/11/2019,0.87,1,90,0,
3968797,Sunny bedroom in large quiet house,4762495,Jennifer,Roslindale,42.28969,-71.13183,Private room,,6,78,8/8/2025,0.61,2,111,7,STR-522159
3969526,"Sensational South End - 2BR, no stairs",5408229,Liesl,South End,42.33765,-71.07434,Entire home/apt,169,29,364,8/6/2025,2.71,1,91,4,
4000384,Sunlit room with private bath,10910804,Evelyn,Jamaica Plain,42.31826,-71.09956,Private room,112,2,235,9/11/2025,1.74,1,261,17,STR-529704
4089940,Spacious Apt In North End,20857768,Compass,North End,42.36619,-71.05217,Entire home/apt,228,10,61,8/20/2023,0.46,55,155,0,STR-550229
4119345,Airy new apt for 2-6. Near subway. Free parking.,1414385,Woodruff,Jamaica Plain,42.31063345,-71.10855892,Entire home/apt,241,2,65,9/17/2025,0.5,1,287,12,STR-522672
4148586,Back Bay Charmer,3588191,Kelly,Back Bay,42.35491,-71.07463,Entire home/apt,,91,15,10/27/2015,0.12,1,0,0,
4150640,Historic Brick Apt North End,20857768,Compass,North End,42.36618,-71.05217,Entire home/apt,,29,28,6/12/2022,0.21,55,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
4173285,"Bright, cozy bedroom in Victorian",2851756,Angela,Dorchester,42.28547,-71.06799,Private room,69,91,14,12/1/2024,0.11,1,193,1,
4233242,Quiet Artist's Retreat,197327,Melissa,Jamaica Plain,42.31246,-71.10793,Private room,85,29,50,5/31/2025,0.37,2,265,1,STR-416301
4257929,Two Bedroom Apartment in Kenmore Sq,21926328,Hayden,Fenway,42.34853,-71.09256,Entire home/apt,,91,0,,,1,0,0,
4263736,AKBrownstone: Master Suite park view by T,11228809,Jonathan,Roxbury,42.32971,-71.0931,Private room,146,2,618,9/13/2025,4.63,6,39,83,STR-580450
4278067,Studio apart Tremont St South End #2,9653086,Glenn,South End,42.34128,-71.07607,Entire home/apt,175,33,79,12/14/2024,0.59,4,85,2,
4291607,Great location!,16922109,Vanessa,Brighton,42.33678,-71.15237,Entire home/apt,,91,2,8/3/2015,0.02,1,0,0,
4315439,ONE Room at East Boston Logan Airport,22402141,Mirian,East Boston,42.38831,-71.0044,Private room,99,5,7,9/8/2025,0.06,2,167,2,STR-600662
4348422,Cozy Jamaica Plain Pad,22217451,Ashley,Jamaica Plain,42.31128,-71.10981,Private room,,91,0,,,1,0,0,
4364925,large & grand 2 bedroom South End by Copley Sq #3,9653086,Glenn,South End,42.34128,-71.07607,Entire home/apt,180,30,150,9/1/2025,1.13,4,243,2,
4364989,newly furn one bedroom by Copley #6,9653086,Glenn,South End,42.34128,-71.07607,Entire home/apt,175,31,88,11/27/2024,0.7,4,176,2,
4410765,"Grt Location, Big 3 Bed, Nr all Colleges, parking",9795590,Patrick,Brighton,42.35309,-71.14822,Entire home/apt,194,45,16,8/3/2025,0.13,1,314,2,
4460532,AKBrownstone: modern treetop skyline view by T,11228809,Jonathan,Roxbury,42.32942,-71.09149,Private room,100,2,509,9/15/2025,3.84,6,30,79,STR-580450
4461613,Perfectly Located Rental Near MGH & TD Garden #13,22348222,Maverick,Beacon Hill,42.36017,-71.06346,Entire home/apt,162,1,238,9/10/2025,1.89,86,329,24,STR-415631
4461846,South End Studio Perfect for Work Travel #36,22348222,Maverick,South End,42.34441,-71.07633,Entire home/apt,142,1,109,5/26/2025,0.86,86,324,5,STR-441258
4461901,"Explore Newbury St, Fenway, and Chinatown Nearby,",22348222,Maverick,South End,42.34447,-71.07644,Entire home/apt,221,1,179,9/21/2025,1.43,86,317,7,STR-589710
4500409,Boston’s Top Location: Newbury Street – #1,22348222,Maverick,Back Bay,42.34982,-71.08264,Entire home/apt,221,1,175,9/2/2025,1.41,86,286,11,STR-445391
4555637,AKBrownstone: Loft rooftop views by T,11228809,Jonathan,Roxbury,42.32965,-71.0932,Private room,106,2,590,9/16/2025,4.47,6,39,83,STR-580450
4560053,Fort Hill Inn Historic Beauty! Minutes to Center!,8229,Terry,Roxbury,42.32397,-71.09085,Entire home/apt,246,3,127,9/2/2025,0.97,11,47,16,STR-446652
4566095,"The Upton South End, The Copley Suite",5430185,Laura And Olivia,South End,42.34301,-71.07304,Entire home/apt,175,120,42,8/31/2025,0.33,7,184,18,Exempt: This listing is a hotel or motel
4568116,AKBrownstone: cozy private studio by T,11228809,Jonathan,Roxbury,42.32967,-71.09328,Entire home/apt,154,2,905,9/18/2025,6.85,6,37,98,STR-580450
4593974,Parking EZ 2 Downtown/Longwood Larg,18517776,Huggy,Roxbury,42.31676,-71.08,Private room,39,91,7,2/15/2018,0.06,31,365,0,
4593985,Parking Renovated Close to Downtown,18517776,Huggy,Roxbury,42.31676,-71.08,Private room,39,91,1,6/20/2015,0.01,31,365,0,
4602191,2 Bd/Bth Apt in Prime Location Gorgeous Water View,20079643,Alexander K,West End,42.3645578,-71.0692521,Entire home/apt,432,30,17,6/4/2021,0.16,8,179,0,STR-595465
4614037,Boston Rooftop Retreat-Airport & Train,9073339,Elisangela,East Boston,42.378693,-71.035088,Entire home/apt,231,1,455,9/6/2025,3.64,3,341,52,STR-398048
4623114,South End Studio Perfect for Work Travel #46,22348222,Maverick,South End,42.34441,-71.07633,Entire home/apt,161,1,180,9/21/2025,1.47,86,324,18,STR-441249
4624582,Parking Easy to downtown/Longwood,18517776,Huggy,Roxbury,42.31676,-71.08,Private room,39,91,4,10/31/2016,0.03,31,365,0,
4625517,GreenT&bus stops in front of door,7046340,Chun Kei,Mission Hill,42.33245,-71.10642,Private room,,91,0,,,1,0,0,
4630071,Charming studio,12165186,Masha,Brighton,42.34341,-71.15451,Entire home/apt,60,91,21,4/20/2025,0.21,3,290,2,
4662379,Historic House modernized,24124767,Matthew Brenden,Brighton,42.34765,-71.15509,Entire home/apt,326,3,221,9/14/2025,1.68,1,290,21,STR-470547
4699828,Charming Victorian Furnished Home,19466495,Barbara,Hyde Park,42.2563,-71.12762,Entire home/apt,211,2,114,5/25/2025,0.9,1,245,3,STR-544913
4710583,Cozy Attic Bedroom in Allston,17892292,Marlene,Allston,42.35914,-71.13348,Private room,,91,3,6/19/2018,0.02,5,0,0,
4737304,Cosy Celtic Retreat,24158689,Deborah,Brighton,42.35111,-71.16529,Private room,58,91,29,12/23/2024,0.23,1,214,1,
4755586,One Sweet Place (A) managed by Andrea,24532370,Andrea,Mattapan,42.27667,-71.08169,Private room,,30,24,1/5/2025,0.26,4,146,1,STR-416068
4757808,Romantic Beacon Hill Studio,3085882,Nino,Beacon Hill,42.35815,-71.07102,Entire home/apt,,91,5,10/25/2015,0.04,1,0,0,
4765070,Studio w/ private entrance and bathroom,24584716,Katty,Jamaica Plain,42.32352199,-71.10688328,Entire home/apt,94,4,443,9/9/2025,3.39,1,285,16,STR-545228
5047340,Spacious Family-Friendly Townhome Near Harvard,10250028,Mingzhou,Allston,42.35779,-71.13347,Entire home/apt,,2,359,8/3/2025,3.33,2,0,52,STR-568839
5048406,3rd floor room in Victorian House,26062958,Yvonne,Dorchester,42.31124,-71.06551,Private room,59,29,41,6/18/2023,0.32,1,299,0,STR-415034
5049582,Quiet room - Great location!,197327,Melissa,Jamaica Plain,42.31327,-71.10811,Private room,70,30,37,5/31/2025,0.29,2,333,2,STR-416301
5054601,"Large room with view on Downtown, 27 Dexter Street",26098645,Manuela,South Boston,42.33034,-71.05802,Private room,71,5,204,8/18/2025,1.59,4,62,9,STR-524662
5088560,Stunning SouthEnd/BackBay Penthouse,21609039,Susan,Roxbury,42.34041,-71.08384,Entire home/apt,570,29,100,12/27/2020,0.81,3,309,0,Exempt: This listing is a unit used for furnished institutional or business stays
5166870,2 Bdrm Apt w/ tower in JP Victorian,1487352,Matthew,Jamaica Plain,42.30542,-71.10409,Entire home/apt,247,2,502,9/15/2025,3.88,1,272,53,STR-446628
5203538,Beautiful Townhouse Boston's South End,26917979,Jim,South End,42.34024,-71.07483,Entire home/apt,950,5,44,8/16/2025,0.34,1,29,13,STR-470244
5358934,"Renovated, Quiet, Free Parking",18517776,Huggy,Roxbury,42.31681,-71.08001,Private room,39,91,6,11/1/2019,0.05,31,365,0,
