id,name,host_id,host_name,neighborhood,latitude,longitude,room_type,price,min_nights,num_reviews,last_review,reviews_pm,num_listings,availability_365,num_reviews_ltm,license
9.34606E+17,Lolo’s apt !Best location!,525421476,Lorena,East Boston,42.3683239,-71.0368926,Entire home/apt,194,2,122,9/19/2025,4.6,1,275,51,STR-585753
9.34796E+17,South End Blissful Studio,523515799,Sean,Back Bay,42.34387394,-71.08387143,Entire home/apt,212,29,23,8/20/2025,0.88,52,326,9,Exempt: This listing is a hotel or motel
9.34814E+17,Stylish South End Studio,523515799,Sean,South End,42.3419608,-71.08244916,Entire home/apt,186,29,28,8/4/2025,1.09,52,227,15,Exempt: This listing is a hotel or motel
9.34847E+17,South End Serene Studio,523515799,Sean,Back Bay,42.34378,-71.08451,Entire home/apt,208,29,12,9/6/2025,0.49,52,327,3,Exempt: This listing is a hotel or motel
9.34851E+17,Peaceful Back Bay Studio,523515799,Sean,Back Bay,42.34221,-71.08316,Entire home/apt,231,29,15,6/27/2025,0.58,52,221,6,Exempt: This listing is a hotel or motel
9.34867E+17,Cozy Central South End Studio,523515799,Sean,Back Bay,42.34211705,-71.0839447,Entire home/apt,177,1,14,7/17/2025,0.53,52,329,6,Exempt: This listing is a hotel or motel
9.35428E+17,Lovely Studio Apt | South End,523515799,Sean,Back Bay,42.34369,-71.08373,Entire home/apt,187,29,14,8/28/2025,0.53,52,271,10,Exempt: This listing is a hotel or motel
9.35449E+17,Wonderful South End Studio,523515799,Sean,South End,42.34174,-71.08232,Entire home/apt,197,1,32,9/1/2025,1.22,52,306,11,Exempt: This listing is a hotel or motel
9.35481E+17,Sleek Back Bay Studio,523515799,Sean,Fenway,42.34188,-71.08378,Entire home/apt,144,29,26,8/3/2025,0.98,52,216,15,Exempt: This listing is a hotel or motel
9.35546E+17,Airy Studio | South End,523515799,Sean,Back Bay,42.34283,-71.08414,Entire home/apt,181,29,19,8/12/2025,0.72,52,317,11,Exempt: This listing is a hotel or motel
9.37183E+17,Private Queen Bedroom in city,474189195,Patrice,Dorchester,42.30451,-71.06783,Private room,65,31,1,10/21/2023,0.04,4,267,0,
9.3748E+17,"*Cozy, Convenient Boston. Indulge, you deserve it*",469784995,Kelli & Ray,Hyde Park,42.2622,-71.11584,Entire home/apt,209,1,50,9/14/2025,2.13,1,354,21,STR-541389
9.37614E+17,Small Studio in quiet area,8015347,Edwin,West Roxbury,42.2727582,-71.1636271,Entire home/apt,100,91,2,8/26/2025,0.47,3,161,2,
9.37706E+17,Raffles Pied-A-Tier Studio,144179185,Evan,Back Bay,42.34957527,-71.07428162,Entire home/apt,195,29,2,10/17/2024,0.12,1,328,1,
9.37828E+17,Boston - Spacious Victorian,63248058,Gary,West Roxbury,42.28961167,-71.15869374,Entire home/apt,299,29,0,,,1,265,0,STR-533116
9.37866E+17,Spacious Charlestown single family home w/ parking,378836011,Robert,Charlestown,42.37792,-71.06236,Entire home/apt,,180,5,10/24/2023,0.19,1,0,0,STR-532285
9.39133E+17,Beautiful Southie Single Family,526726176,Charles,South Boston,42.33248449,-71.0314113,Entire home/apt,634,3,72,9/7/2025,2.91,1,222,29,STR-512153
9.39167E+17,Single Family Boston House Great Privacy,526738308,Xianming,West Roxbury,42.2842416,-71.167526,Entire home/apt,421,1,41,9/8/2025,1.65,1,324,23,STR-533053
9.3998E+17,Modern Rooftop Retreat | Boston,75493943,Brandy,Roxbury,42.31911,-71.09099,Entire home/apt,,1,1,11/27/2023,0.04,2,0,0,Str-536323
9.40288E+17,"Blueground | Brighton, gym, nr groceries & shops",107434423,Blueground,Brighton,42.346069,-71.145748,Entire home/apt,348,32,0,,,343,277,0,
9.40621E+17,Spacious 2BR 2BA in Back Bay,163848078,Adam,Back Bay,42.34823,-71.08041,Entire home/apt,399,29,1,3/3/2024,0.05,72,365,0,Exempt: This listing is a unit used for furnished institutional or business stays
9.40636E+17,Bright 2BR By Boston Waterfront,78964422,Reece,East Boston,42.36748895,-71.03160281,Entire home/apt,250,90,3,9/30/2024,0.14,2,266,1,STR-529583
9.41411E+17,"Small Apartment, Big Heart!",2796552,Nicky,Beacon Hill,42.3603,-71.0661,Entire home/apt,300,183,0,,,1,54,0,
9.42637E+17,Lux 1BR w/ Amenities in Seaport,20857768,Compass,South Boston Waterfront,42.35012531,-71.04326351,Entire home/apt,250,9,11,8/29/2025,0.43,55,8,3,STR-575045
9.42773E+17,Walk! Walk! Walk! 1 Bed / 1 Bath - 2 mins from T!,47584294,Jessy And Diego,Fenway,42.3495528,-71.09576617,Entire home/apt,235,2,94,9/14/2025,3.6,30,293,37,STR-526091
9.42775E+17,New Private Room in Condo with a Dog,86375666,Vanna,Mattapan,42.28136,-71.09466,Private room,88,1,17,9/1/2025,0.71,1,353,10,STR-577876
9.42794E+17,Luxury 2 Br 2 Ba apt Boston Jamica pond,163848078,Adam,Jamaica Plain,42.32872593,-71.11223614,Entire home/apt,382,29,3,10/29/2023,0.12,72,296,0,Exempt: This listing is a unit used for furnished institutional or business stays
9.43924E+17,"Blueground | Back Bay, gym & w/d, nr dining",107434423,Blueground,Bay Village,42.34992,-71.06943,Entire home/apt,431,32,0,,,343,127,0,
9.44176E+17,"Boston studio, 7 minutes to T",151248865,Yao,Dorchester,42.32155,-71.05724,Entire home/apt,90,31,1,1/31/2025,0.13,7,327,1,
9.44854E+17,Modern chic 2 bedroom apt!,365116307,Sean,Downtown,42.35595,-71.06036,Entire home/apt,,4,18,12/10/2023,0.7,39,0,0,STR-466832
9.44891E+17,"Designer 3-BR Apt in Historic Charlestown, Boston",148198110,Rebecca,Charlestown,42.38045,-71.07001,Entire home/apt,455,2,62,9/8/2025,2.62,1,137,36,STR-538419
9.45007E+17,Stellar South End Studio,523515799,Sean,Back Bay,42.3434,-71.08432,Entire home/apt,167,1,15,7/17/2025,0.79,52,228,6,STR-531850
9.46042E+17,Oversized 1Bed w/ Outdoor Pool & Elevator,31340713,Kama,Brighton,42.33579393,-71.15038081,Entire home/apt,,29,2,7/31/2025,0.08,33,0,1,Exempt: This listing is a unit used for furnished institutional or business stays
9.46503E+17,Compact Back Bay Studio,523515799,Sean,Back Bay,42.34399414,-71.08190358,Entire home/apt,150,29,29,7/18/2025,1.13,52,215,18,Exempt: This listing is a hotel or motel
9.47048E+17,Modern Condo in Beacon Hill,1921132,Matthew,Beacon Hill,42.3600668,-71.0667461,Entire home/apt,,365,2,12/23/2023,0.08,1,363,0,Exempt: This listing is a unit used for furnished institutional or business stays
9.47324E+17,K. Spacious room easy commute to Boston Downtown,89328922,Ehab,Dorchester,42.32189709,-71.05528192,Private room,57,29,38,2/15/2025,1.59,13,334,8,STR-455882
9.47324E+17,L. Sunny room easy commute to Boston Downtown,89328922,Ehab,Dorchester,42.32087407,-71.05568977,Private room,52,29,40,11/24/2024,1.64,13,361,6,STR-455882
9.47324E+17,M. Large room easy commute to Boston Downtown.,89328922,Ehab,Dorchester,42.32252,-71.05746,Private room,57,29,33,8/9/2025,1.36,13,333,10,STR-455882
9.47768E+17,Modern Simple Studio | South End,523515799,Sean,Back Bay,42.34376175,-71.0819979,Entire home/apt,196,1,45,8/6/2025,1.73,52,231,22,Exempt: This listing is a hotel or motel
9.47786E+17,Peaceful South End Studio!,523515799,Sean,Back Bay,42.34321571,-71.08403996,Entire home/apt,222,1,53,9/7/2025,2.09,52,220,27,Exempt: This listing is a hotel or motel
9.47814E+17,Serene South End Studio,523515799,Sean,Back Bay,42.34398524,-71.08242295,Entire home/apt,119,1,30,8/15/2025,1.18,52,303,9,STR-531837
9.47826E+17,Lovely South End Studio,523515799,Sean,Back Bay,42.34376,-71.08188,Entire home/apt,165,1,71,8/24/2025,2.77,52,299,44,Exempt: This listing is a hotel or motel
9.4783E+17,Charming South End Studio Apt,523515799,Sean,Back Bay,42.34336,-71.08395,Entire home/apt,207,1,15,8/28/2025,0.6,52,226,3,Exempt: This listing is a hotel or motel
9.47846E+17,Peaceful Studio | Close to Fenway,523515799,Sean,Back Bay,42.34211322,-71.08355797,Entire home/apt,139,29,22,5/13/2025,0.87,52,229,7,Exempt: This listing is a unit that has contracts with hospitals
9.47863E+17,Spacious Studio Apt | South End,523515799,Sean,Back Bay,42.34259,-71.08393,Entire home/apt,208,1,47,9/9/2025,1.81,52,310,18,Exempt: This listing is a hotel or motel
9.47884E+17,Quaint Studio Apt | Close to Fenway,523515799,Sean,Back Bay,42.3418,-71.08347,Entire home/apt,174,1,42,9/8/2025,1.64,52,230,15,Exempt: This listing is a hotel or motel
9.48028E+17,*New* Modern Rooftop Retreat | Boston,75493943,Brandy,Roxbury,42.31712,-71.09048,Private room,,29,34,7/1/2024,1.34,2,0,0,STR-536323
9.48524E+17,Luxury Apt Seaport with Gym and Pool,20857768,Compass,South Boston Waterfront,42.35357005,-71.04748256,Entire home/apt,,30,0,,,55,0,0,
9.49155E+17,Spacious Apartment Back Bay,20857768,Compass,Back Bay,42.3459685,-71.0847361,Entire home/apt,,30,1,4/1/2024,0.06,55,0,0,
9.49251E+17,Studio Room at Hotel Boston,518080572,Anwar,Brighton,42.3417319,-71.1431193,Private room,303,1,77,6/21/2025,2.95,3,361,2,Exempt: This listing is a hotel or motel
9.50058E+17,2BR 2BA Beautiful View  W&D,163848078,Adam,Brighton,42.35947,-71.1486,Entire home/apt,399,29,4,11/3/2023,0.16,72,364,0,Exempt: This listing is a unit used for furnished institutional or business stays
9.50079E+17,Modern Apt head of the Charles,163848078,Adam,Brighton,42.35899,-71.14921,Entire home/apt,399,29,0,,,72,364,0,Exempt: This listing is a unit used for furnished institutional or business stays
9.5025E+17,"Roslindale Room near MBTA, self check-in",201935605,Sherwin,Roslindale,42.29276688,-71.12202441,Private room,37,29,12,7/20/2025,0.48,8,72,6,
9.50573E+17,Hidden Gem in Port Norfolk,147376476,Ronald,Dorchester,42.28633806,-71.04252835,Entire home/apt,228,3,38,9/9/2025,2.32,1,55,27,STR-559439
9.50604E+17,"Boston 1 bedroom, 7 minutes to T",151248865,Yao,Dorchester,42.3211291,-71.0592764,Entire home/apt,125,30,0,,,7,361,0,
9.50827E+17,One Bedroom Apt in Boston Hotel,518080572,Anwar,Brighton,42.34261,-71.14372,Private room,406,1,7,3/5/2024,0.27,3,363,0,Exempt: This listing is a hotel or motel
9.51413E+17,The Win on Wendeller - A Stylish Condo in Boston,142029634,Eran,South Boston,42.32851223,-71.05345238,Private room,250,1,6,5/17/2024,0.24,1,72,0,STR-537702
9.51533E+17,988/2 - 4BR Boston|Cozy Getaway near Geneva Cliffs,530105776,Alexander N,Dorchester,42.2907089,-71.0461607,Entire home/apt,269,1,80,9/19/2025,3.11,1,339,29,STR-570818
9.52103E+17,Private room lock double bed flr 3 window a.c,69267172,Lynda,West Roxbury,42.27770002,-71.16073795,Private room,69,1,40,9/4/2025,1.58,16,98,12,STR-513970
9.53751E+17,cozy and comfy Super Convenient 2BR 1Bath,226220,Sevil,Brighton,42.3558532,-71.1638648,Entire home/apt,147,29,0,,,2,364,0,
9.54909E+17,"DowntownBoston,Nearly everything",208829554,Ping,Chinatown,42.34873,-71.06069,Entire home/apt,212,91,19,8/31/2025,0.9,4,146,14,STR-399153
9.5531E+17,Private Studio In Boston's Bay Village!,285344759,Bv,Bay Village,42.3483657,-71.0698862,Entire home/apt,198,3,50,9/7/2025,1.95,17,269,21,STR-415225
9.55747E+17,Bright Back Bay Studio,275849638,Sean,Back Bay,42.35202977,-71.08161956,Entire home/apt,305,1,103,9/9/2025,4.15,59,218,40,STR-450901
9.56601E+17,"Heart of Allston
BU, Green Line",20541419,Nanci,Allston,42.35284739,-71.13352083,Entire home/apt,101,91,2,9/2/2024,0.09,1,297,0,
9.57168E+17,"2 Bedroom Loft Apartment in Brighton, Free Parking",160661353,Shira,Brighton,42.34524271,-71.15029424,Entire home/apt,164,2,44,9/3/2025,2.02,3,148,34,STR-544744
9.57865E+17,"One Bed + Office, 2nd Floor & Steps to Orange Line",32870796,Jessica Brooke,Jamaica Plain,42.31597,-71.10642,Entire home/apt,130,29,8,9/1/2025,0.42,4,67,5,
9.5806E+17,"(476-5) Roof Deck, 2beds, Cozy, Comfy, Location!",563246552,Paige,South End,42.34234746,-71.07732179,Entire home/apt,195,1,60,9/13/2025,2.41,36,149,25,STR-599891
9.58063E+17,"(476-2) Clean & Cozy, South End / Back Bay!",563246552,Paige,South End,42.34214779,-71.07909587,Entire home/apt,218,1,91,9/17/2025,3.63,36,137,37,STR-599887
9.58065E+17,"(476-9) Queen Studio, Back Bay/ South End, W/D.",563246552,Paige,South End,42.34226,-71.07925,Entire home/apt,188,1,85,9/22/2025,3.39,36,127,41,STR-599893
9.5874E+17,Cozy full condo / Walkable to T,200275488,Chris,East Boston,42.36743,-71.03544,Entire home/apt,227,3,52,9/13/2025,2.08,1,25,19,STR-478920
9.58944E+17,Peace love humility and safety,301580171,Donald,Hyde Park,42.25749571,-71.11875653,Entire home/apt,349,2,7,10/27/2024,0.38,3,365,3,Str-144818
9.60243E+17,Travelers Lux Room in the Heart of South Boston #1,342519983,Marquis Escapes,South Boston,42.33707889,-71.03337548,Private room,72,91,1,8/2/2024,0.07,7,249,0,
9.60243E+17,Heart of South Boston Luxury Home w/Private Deck,342519983,Marquis Escapes,South Boston,42.33724621,-71.03525755,Entire home/apt,388,91,0,,,7,364,0,Exempt: This listing is a unit used for furnished institutional or business stays
9.60244E+17,(PG03) Cozy Budget-Friendly Studio in Fenway,233908696,Together We,Fenway,42.34696,-71.10332,Entire home/apt,190,1,100,9/17/2025,3.98,7,142,34,str-543851
9.60442E+17,"Back Bay Efficiency Unit, Pvt Bath, Kitchenette",31340713,Kama,Back Bay,42.3520126,-71.0823029,Entire home/apt,,29,8,8/4/2024,0.32,33,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
9.60649E+17,AL/R1 Convenient Sunny Room Boston,412452734,Dan,Allston,42.35012,-71.13541,Private room,,29,10,10/27/2024,0.4,4,324,6,Exempt: This listing is a unit that has contracts with hospitals
9.60686E+17,Super location! Walk everywhere! 1 bed / 1 bath,47584294,Jessy And Diego,Back Bay,42.34445218,-71.08105166,Entire home/apt,248,2,99,9/9/2025,3.95,30,286,51,STR-465643
9.60815E+17,Corner 2Ba 2Ba  apt in Boston Jamica pond.,163848078,Adam,Jamaica Plain,42.32852903,-71.11188998,Entire home/apt,469,29,0,,,72,364,0,Str-647428
9.60827E+17,3BD House on Subway,52471469,Shannyn,Dorchester,42.27987,-71.05947,Entire home/apt,148,91,0,,,1,176,0,
9.61843E+17,"Cozy Queen Bd, 7mn to Aiport, 3 mn walk to Train",44837494,Nemrac,East Boston,42.37103788,-71.04006198,Private room,75,1,100,9/18/2025,5.32,2,229,49,STR-546789
9.62459E+17,Back-Bay* Boston* Downtown* w/Gym & Parking,463475392,Haroldo,Bay Village,42.35044642,-71.06818657,Entire home/apt,495,29,16,5/20/2024,0.64,9,204,0,Exempt: This listing is a unit that has contracts with hospitals
9.62828E+17,"Blueground | Back Bay, w/d, nr boston common",107434423,Blueground,Back Bay,42.3530815,-71.0721938,Entire home/apt,341,32,0,,,343,319,0,
9.6326E+17,Walk! Walk! Kenmore Square - 2 Beds / 1 Bathroom,47584294,Jessy And Diego,Fenway,42.34922,-71.09505,Entire home/apt,316,2,98,9/11/2025,3.94,30,300,46,STR-526090
9.63638E+17,Chic Fenway 1b Perfect Location!,275849638,Sean,Fenway,42.34909022,-71.09523337,Entire home/apt,255,1,63,9/9/2025,2.48,59,309,19,STR-438671
9.63713E+17,(42L5) Celtics Bruins TD Garden Outside your door!,528489640,Foster,Downtown,42.36624,-71.06325,Entire home/apt,229,1,102,9/20/2025,4.19,5,120,39,STR-571780
9.63783E+17,(42L3) Celtics Bruins TD Garden Outside your door!,528489640,Foster,West End,42.36454398,-71.06485248,Entire home/apt,249,1,99,9/21/2025,4,5,147,43,STR-571778
9.64946E+17,"Blueground | Back Bay, rooftop & gym, nr shops",107434423,Blueground,Back Bay,42.34603,-71.0786776,Entire home/apt,349,32,0,,,343,283,0,
9.6577E+17,Beautiful Two Bedroom Apartment,8898973,Gianni,Roxbury,42.3240913,-71.0907016,Entire home/apt,115,91,1,6/15/2024,0.06,4,216,0,Exempt: This listing is a unit used for furnished institutional or business stays
9.65927E+17,"Blueground | Back Bay, w/d, nr boston common",107434423,Blueground,Back Bay,42.3530815,-71.0721938,Entire home/apt,287,32,0,,,343,134,0,
9.66033E+17,My Sweet Apartment,456140484,Mihaela,Roslindale,42.27659185,-71.11711644,Entire home/apt,217,1,45,9/21/2025,2.72,1,75,27,STR-561210
9.66204E+17,Stunning Lux Room in the Heart of South Boston #2,342519983,Marquis Escapes,South Boston,42.33815,-71.03516,Private room,,91,1,12/19/2024,0.11,7,266,1,Exempt: This listing is a unit used for furnished institutional or business stays
9.66208E+17,Luxury Room in the Heart of South Boston #3,342519983,Marquis Escapes,South Boston,42.33661533,-71.03493836,Private room,59,91,4,7/1/2025,0.19,7,266,2,
9.66238E+17,Exquisite Lux Room in the Heart of South Boston #5,342519983,Marquis Escapes,South Boston,42.33808,-71.03502,Private room,,91,0,,,7,171,0,
9.66243E+17,Exquisite Lux Room in the Heart of South Boston #4,342519983,Marquis Escapes,South Boston,42.33631,-71.03487,Private room,,91,1,9/1/2024,0.08,7,54,0,Exempt: This listing is a unit used for furnished institutional or business stays
9.66924E+17,"Newly renovated apartment, 2 bedroom, Free parking",160661353,Shira,Brighton,42.34372357,-71.15170223,Entire home/apt,271,2,79,9/2/2025,3.48,3,149,39,STR-542383
9.67178E+17,South End Penthouse w/Roofdeck,21635825,Mary Ella,South End,42.34309827,-71.07708044,Entire home/apt,547,3,12,9/14/2025,0.68,1,192,10,STR-551850
9.67668E+17,private room w/ 2 single beds for 1 or 2 with a.c.,69267172,Lynda,West Roxbury,42.2787557,-71.160441,Private room,89,1,26,8/24/2025,1.6,16,266,12,STR-513970
9.68896E+17,"Ideal Spot Near Fenway & Berklee College, Ground L",22348222,Maverick,Fenway,42.33964,-71.0938,Entire home/apt,134,1,79,9/18/2025,3.34,86,302,48,STR-540387
9.68897E+17,"Central Location by Fenway & Berklee College, Grou",22348222,Maverick,Fenway,42.33951674,-71.09350182,Entire home/apt,126,1,56,9/22/2025,2.39,86,295,21,STR-540389
9.68897E+17,"Stay Close to Fenway, Berklee & Newbury St, #4",22348222,Maverick,Fenway,42.3403,-71.09578,Entire home/apt,164,1,37,9/11/2025,1.54,86,317,18,STR-540390
9.68897E+17,Boston Getaway: Steps to Fenway & Top Sights #101,22348222,Maverick,Fenway,42.34013,-71.0956,Entire home/apt,174,1,42,9/16/2025,1.74,86,304,22,STR-540391
9.68899E+17,"Walk to Berklee College & Fenway Park, #202",22348222,Maverick,Fenway,42.3405182,-71.0945877,Entire home/apt,196,1,37,9/19/2025,1.54,86,310,16,STR-540401
9.70182E+17,My city sunshine apt,468418352,Ofri,Brighton,42.33886228,-71.15213033,Entire home/apt,92,91,2,8/10/2025,0.12,1,277,1,
9.70252E+17,"Fenway Park, Berklee & Newbury at Your Door, #205",22348222,Maverick,Fenway,42.34026,-71.09563,Entire home/apt,149,1,29,7/13/2025,1.2,86,331,11,STR-540404
9.70252E+17,"Perfect Location Near Fenway & Berklee College, #1",22348222,Maverick,Fenway,42.33977,-71.09559,Entire home/apt,168,1,23,9/9/2025,1,86,333,4,STR-540392
9.70252E+17,Boston Getaway: Steps to Fenway & Top Sights #103,22348222,Maverick,Fenway,42.33969,-71.09415,Entire home/apt,140,1,39,9/10/2025,1.61,86,299,16,STR-540393
9.70253E+17,Stay in Style: Fenway Park Around the Corner #201,22348222,Maverick,Fenway,42.34168618,-71.09518205,Entire home/apt,189,1,48,9/5/2025,2.04,86,281,16,STR-540400
9.70253E+17,"Stay in the Heart of Fenway & Berklee, #203",22348222,Maverick,Fenway,42.34150214,-71.09552726,Entire home/apt,137,1,38,9/10/2025,1.57,86,322,10,STR-540402
9.70253E+17,"Central to Fenway, Berklee & Newbury St, #204",22348222,Maverick,Fenway,42.34007,-71.09347,Entire home/apt,203,1,29,9/3/2025,1.35,86,319,16,STR-540403
9.70253E+17,"Perfect Base Near Fenway & Berklee College, #206",22348222,Maverick,Fenway,42.34675,-71.09135,Entire home/apt,210,1,56,9/15/2025,2.37,86,317,30,STR-540405
9.70253E+17,"Walk to Fenway, Berklee College & More, #207",22348222,Maverick,Fenway,42.34484488,-71.090627,Entire home/apt,185,1,48,9/21/2025,1.99,86,300,20,STR-540409
9.70254E+17,"Stay Close to Fenway Park & Berklee College, #208",22348222,Maverick,Fenway,42.34470486,-71.09044872,Entire home/apt,152,1,50,7/23/2025,2.08,86,319,14,STR-540407
9.70254E+17,"In the Center of Fenway, Berklee & Newbury, #209",22348222,Maverick,Fenway,42.33963723,-71.09398344,Entire home/apt,213,1,63,9/21/2025,2.61,86,319,26,STR-540410
9.70254E+17,"Steps from Fenway Park, Berklee & Newbury, #301",22348222,Maverick,Fenway,42.34534,-71.09138,Entire home/apt,164,1,64,9/14/2025,2.69,86,269,34,STR-540412
9.70254E+17,Bright&Modern Studio in Boston’s Fenway Area #302,22348222,Maverick,Fenway,42.33973,-71.09544,Entire home/apt,171,1,66,9/10/2025,2.73,86,320,38,STR-540413
9.70254E+17,"Fenway, Berklee College & Shopping Nearby, #303",22348222,Maverick,Fenway,42.34014,-71.09545,Entire home/apt,138,1,24,8/27/2025,1.06,86,331,9,STR-540415
9.70254E+17,"Prime Location by Berklee College & Fenway, #304",22348222,Maverick,Fenway,42.34159093,-71.09413089,Entire home/apt,157,1,98,9/5/2025,4.08,86,302,46,STR-540416
9.70254E+17,"Fenway, Berklee College & Newbury St Just Minutes",22348222,Maverick,Fenway,42.33989,-71.09554,Entire home/apt,158,1,48,9/13/2025,2.02,86,333,28,STR-540418
9.70254E+17,"Walk to Fenway, Berklee & Iconic Boston Spots, #30",22348222,Maverick,Fenway,42.34170892,-71.09485568,Entire home/apt,131,1,26,9/20/2025,1.08,86,311,11,STR-540419
9.70255E+17,"Steps from Fenway Park, Berklee & Newbury, #401",22348222,Maverick,Fenway,42.34659,-71.0892,Entire home/apt,164,1,86,9/18/2025,3.57,86,291,45,STR-540426
9.70255E+17,"Fenway Park & Berklee College Just Steps Away, #40",22348222,Maverick,Fenway,42.33947,-71.09381,Entire home/apt,173,1,19,9/2/2025,0.79,86,326,8,STR-540428
9.70255E+17,"Ideal Location by Fenway, Berklee & Shopping, #404",22348222,Maverick,Fenway,42.33935,-71.09415,Entire home/apt,141,1,43,9/20/2025,1.79,86,279,25,STR-540431
9.70255E+17,"Live by Fenway Park & Berklee College, #405",22348222,Maverick,Fenway,42.33941039,-71.0938794,Entire home/apt,199,1,31,8/17/2025,1.35,86,323,7,STR-540432
9.70256E+17,"Fenway, Berklee & Newbury St at Your Door, #406",22348222,Maverick,Fenway,42.3396887,-71.09537347,Entire home/apt,201,1,36,9/5/2025,1.5,86,322,15,STR-540433
9.70256E+17,Stay in the Heart of Fenway & Berklee,22348222,Maverick,Fenway,42.34681495,-71.09053291,Entire home/apt,169,1,521,9/20/2025,21.56,86,343,230,STR-540422
9.70256E+17,"Stay Near Berklee College, Fenway & Newbury, #402",22348222,Maverick,Fenway,42.34167,-71.09485,Entire home/apt,118,1,41,8/31/2025,1.71,86,288,10,STR-540427
9.70697E+17,Simple Room walking to Airport T,1407005,Izzy,East Boston,42.37654878,-71.03550695,Private room,97,1,131,9/8/2025,5.25,3,15,43,STR-445805
9.70924E+17,Private Apt Downtown Walk to Harbor,20857768,Compass,South Boston Waterfront,42.3527606,-71.0465144,Entire home/apt,,30,2,11/13/2024,0.09,55,0,1,Exempt: This listing is a unit used for furnished institutional or business stays
9.71057E+17,Sparkling 2BR / 2Ba in Back Bay,163848078,Adam,Back Bay,42.34792,-71.07833,Entire home/apt,399,29,0,,,72,365,0,STR-366118
9.71238E+17,Newly Renovated Roxbury Tower,21554910,Philipp,Roxbury,42.32048,-71.07729,Entire home/apt,203,2,91,9/8/2025,3.64,2,331,39,STR-539401
9.72323E+17,AL/R3 Boston's New Room Central Spot,412452734,Dan,Allston,42.35007175,-71.13474178,Private room,68,29,13,11/14/2024,0.54,4,357,1,Exempt: This listing is a unit used for furnished institutional or business stays
9.72382E+17,Spacious Boston APT w/ parking spot!,56415582,Jessica,Dorchester,42.3189351,-71.0646094,Entire home/apt,203,2,0,,,1,198,0,STR-539396
9.72445E+17,W.R. Private room twin bed floor 3 w/ window a.c.,69267172,Lynda,West Roxbury,42.27981,-71.15979,Private room,64,1,28,9/22/2025,1.17,16,265,14,STR-513970
9.72577E+17,Cozy Oasis Near Downtown & Airport,5618949,Edward,East Boston,42.3771,-71.03226,Entire home/apt,,29,2,10/31/2023,0.08,12,269,0,STR-419049
9.7315E+17,2BR walking distance to seaport/downtown,114667665,Elissa,South Boston,42.33612196,-71.04810613,Entire home/apt,263,1,30,8/24/2025,1.25,1,144,7,STR-539404
9.73282E+17,Lovely corner 2 BR 2BA apt Boston  hospitals.,163848078,Adam,Jamaica Plain,42.32833,-71.11261,Entire home/apt,499,29,2,2/21/2025,0.08,72,365,1,Str-562345
9.73772E+17,Modern Apt in Boston|Near Subway|Free Parking|Safe,522128667,Thanh,Dorchester,42.2904444,-71.0605273,Entire home/apt,248,2,87,9/8/2025,3.5,3,328,33,Str-539606
9.74108E+17,"Back Bay Historic Sunny near hospitals, businesses",109550763,Wendy,Back Bay,42.35331989,-71.07674818,Entire home/apt,130,91,0,,,1,161,0,
9.7413E+17,1 BR Gem 5min to Train & Airport explore the city,115371501,Cecilia,East Boston,42.37138183,-71.03992573,Entire home/apt,167,2,97,9/20/2025,5.11,1,315,57,STR-540462
9.74825E+17,Modern/chic one-bedroom in eco Smart Home -Room #2,77476995,Christian,Dorchester,42.31276,-71.07632,Private room,102,1,20,11/1/2024,0.83,1,0,7,STR-520018
9.75169E+17,Luxury by Fenway Park w/pool - Ask about discounts,443515330,Cort,Fenway,42.34379,-71.10191,Entire home/apt,268,91,0,,,2,358,0,
9.75169E+17,Luxury 1BR  Fenway Park w/pool - Discounts offered,443515330,Cort,Fenway,42.34379,-71.10191,Entire home/apt,,91,0,,,2,0,0,
9.75276E+17,Newly Renovated + Spacious Apt w/ Parking,21554910,Philipp,Roxbury,42.32162,-71.07709,Entire home/apt,191,2,102,8/31/2025,4.14,2,320,41,STR-538999
9.75355E+17,Private Room in the North End,130680380,Jodie,Downtown,42.3656981,-71.05862294,Private room,,29,0,,,14,0,0,STR-461702
9.75609E+17,Ideal for long stays | Spacious suite in Boston,416027128,Naveen,Brighton,42.34745,-71.14425,Entire home/apt,206,1,107,9/3/2025,4.33,39,133,64,STR-569347
9.7733E+17,Brownstone 5 mins from downtown,227889113,Lee,Roxbury,42.33322,-71.08187,Entire home/apt,450,1,7,7/28/2025,0.3,5,263,6,Str-460336
9.78555E+17,Stunning Unique And Very Upscale,163848078,Adam,Jamaica Plain,42.32852,-71.11264,Entire home/apt,599,29,2,9/27/2024,0.08,72,365,1,Exempt: This listing is a unit used for furnished institutional or business stays
9.78849E+17,Full Bedroom D in #1349: JFK/UMass,297860058,Sophia,Dorchester,42.31821942,-71.05443693,Private room,46,91,0,,,9,362,0,
9.7885E+17,Queen Bedroom A in #1234: Allston,297860058,Sophia,Allston,42.35655399,-71.13336105,Private room,,91,0,,,9,362,0,
9.78993E+17,Beautiful Victorian house with Views. free parking,351001469,Tan,Dorchester,42.29570683,-71.0624539,Entire home/apt,376,2,43,9/7/2025,1.74,1,316,19,STR-516310
9.79128E+17,"Convenient, Brand new,Comfy!",53168234,John,East Boston,42.37511601,-71.03648403,Private room,182,1,18,4/22/2025,0.76,1,261,6,STR-539781
